"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Bildgebung LogicalModel FHIR Mapping","Mapping: Bildgebung LogicalModel KDS-Profile Mapping"
"Bildgebung","Bildgebung","","","",0,*,"","","","null {[]} {[]}
"Bildgebung.Empfehlung.modifierExtension","Bildgebung.Empfehlung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Bildgebung.Empfehlung.Status","Bildgebung.Empfehlung.Status","","","",1,1,"","","","Coding {[]} {[]}
","Status","Status der Behandlungsempfehlung","","","","","","","","","",,,,,"",,,,"Bildgebung.Empfehlung.Status",1,1,"","","CarePlan.status"
"Bildgebung.Empfehlung.ArtEmpfehlung","Bildgebung.Empfehlung.ArtEmpfehlung","","","",1,1,"","","","Coding {[]} {[]}
","Art der Empfehlung","Beschreibt die Art und Absicht der Empfehlung.","","","","","","","","","",,,,,"",,,,"Bildgebung.Empfehlung.ArtEmpfehlung",1,1,"","","CarePlan.intent"
"Bildgebung.Empfehlung.FreitextEmpfehlung","Bildgebung.Empfehlung.FreitextEmpfehlung","","","",0,1,"","","","string {[]} {[]}
","Freitextempfehlung","Behandlungsempfehlung in Freitextform.","","","","","","","","","",,,,,"",,,,"Bildgebung.Empfehlung.FreitextEmpfehlung",0,1,"","","CarePlan.description"
"Bildgebung.Empfehlung.Person","Bildgebung.Empfehlung.Person","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","Person","Person, auf die sich die Empfehlung bezieht. Hier soll das MII KDS-Modul Person verwendet werden.","","","","","","","","","",,,,,"",,,,"Bildgebung.Empfehlung.Person",1,1,"","","CarePlan.subject"
"Bildgebung.Empfehlung.Zusatzinformation","Bildgebung.Empfehlung.Zusatzinformation","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DiagnosticReport]]}
","Zusatzinformation","Zusatzinformation für einen Befundbericht.","","","","","","","","","",,,,,"",,,,"Bildgebung.Empfehlung.Zusatzinformation",0,*,"","","CarePlan.supportingInfo"
"Bildgebung.SemistrukturiertesBefunddokument","Bildgebung.SemistrukturiertesBefunddokument","","","",1,1,"","","","BackboneElement {[]} {[]}
","Semistrukturiertes Befunddokument","Abbildung des Befunds über generische Composition.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Composition","https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-semistrukt-befundbericht"
"Bildgebung.SemistrukturiertesBefunddokument.id","Bildgebung.SemistrukturiertesBefunddokument.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Bildgebung.SemistrukturiertesBefunddokument.extension","Bildgebung.SemistrukturiertesBefunddokument.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Bildgebung.SemistrukturiertesBefunddokument.modifierExtension","Bildgebung.SemistrukturiertesBefunddokument.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Bildgebung.SemistrukturiertesBefunddokument.Status","Bildgebung.SemistrukturiertesBefunddokument.Status","","","",1,1,"","","","Coding {[]} {[]}
","Status","Status des semistrukturierten Befundberichts.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Status",1,1,"","","Composition.status"
"Bildgebung.SemistrukturiertesBefunddokument.Typ","Bildgebung.SemistrukturiertesBefunddokument.Typ","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Typ","bestimmte Dokumentenart in LOINC codiert.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Typ",1,1,"","","Composition.type"
"Bildgebung.SemistrukturiertesBefunddokument.Person","Bildgebung.SemistrukturiertesBefunddokument.Person","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient]]}
","Person","Person, auf die sich das Dokument bezieht. Hier sollte das MII KDS-Profil Person referenziert werden.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Person",1,1,"","","Composition.subject"
"Bildgebung.SemistrukturiertesBefunddokument.DatumUhrzeit","Bildgebung.SemistrukturiertesBefunddokument.DatumUhrzeit","","","",1,1,"","","","dateTime {[]} {[]}
","Datum und Uhrzeit der Bearbeitung","Datum und Uhrzeit der Bearbeitung","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.DatumUhrzeit",1,1,"","","Composition.date"
"Bildgebung.SemistrukturiertesBefunddokument.Autor","Bildgebung.SemistrukturiertesBefunddokument.Autor","","","",1,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner]]}
","Autor","Referenz auf den Autor der Beschreibung.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Autor",1,*,"","","Composition.author"
"Bildgebung.SemistrukturiertesBefunddokument.Titel","Bildgebung.SemistrukturiertesBefunddokument.Titel","","","",1,1,"","","","string {[]} {[]}
","Titel","Titel des Befunddokuments","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Titel",1,1,"","","Composition.title"
"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt","Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt","","","",1,*,"","","","BackboneElement {[]} {[]}
","Befundabschnitt","Befundabschnitt des semistrukturierten Befunddokuments. Der erste Abschnitt ist immer ein Befundbericht. Alle weiteren Abschnitte können Freitext oder codierte Beobachtungen sein.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Composition.section"
"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.id","Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.extension","Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.modifierExtension","Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Titel","Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Titel","","","",0,1,"","","","string {[]} {[]}
","Titel","Titel des Befundabschnitts.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Titel",0,1,"","","Composition.section.title"
"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Art","Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Art","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Art","Art des Befundabschnitts.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Art",0,1,"","","Composition.section.code"
"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Autor","Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Autor","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/Device]]}
","Autor","Autor des jeweiligen Befundabschnitts. Kann auch von einer KI generiert werden.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Autor",0,*,"","","Composition.section.author"
"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Text","Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Text","","","",0,1,"","","","Narrative {[]} {[]}
","Text","Textueller Inhalt des Befundabschnitts.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Text",0,1,"","","Composition.section.text"
"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Eintrag","Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Eintrag","","","",1,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/DiagnosticReport], CanonicalType[http://hl7.org/fhir/StructureDefinition/Observation]]}
","Eintrag","Referenz auf eine Observation, die zum Eintrag des Befundabschnitts gehört.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Eintrag",1,*,"","","Composition.section.entry"
"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Unterabschnitt","Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Unterabschnitt","","","",0,*,"","","","BackboneElement {[]} {[]}
","Unterabschnitt","Referenz auf einen weiteren Unterabschnitt.","","","","","","","","","",,,,,"",,,,"Bildgebung.SemistrukturiertesBefunddokument.Befundabschnitt.Unterabschnitt",0,*,"","","Composition.section.section"
"Bildgebung.Geraet","Bildgebung.Geraet","","","",0,1,"","","","BackboneElement {[]} {[]}
","Gerät","Gerät zur Bildgebung","","","","","","","","","",,,,,"",,,,"Bildgebung.Geraet",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Device","https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-geraet"
"Bildgebung.Geraet.id","Bildgebung.Geraet.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Bildgebung.Geraet.extension","Bildgebung.Geraet.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Bildgebung.Geraet.modifierExtension","Bildgebung.Geraet.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Bildgebung.Geraet.Hersteller","Bildgebung.Geraet.Hersteller","","","",0,1,"","","","string {[]} {[]}
","Hersteller","Hersteller des Geräts","","","","","","","","","",,,,,"",,,,"Bildgebung.Geraet.Hersteller",0,1,"","","Device.manufacturer"
"Bildgebung.Geraet.Geraetename","Bildgebung.Geraet.Geraetename","","","",0,1,"","","","string {[]} {[]}
","Gerätename","Name des Geräts","","","","","","","","","",,,,,"",,,,"Bildgebung.Geraet.Geraetename",0,1,"","","Device.deviceName"
"Bildgebung.Befundbericht","Bildgebung.Befundbericht","","","",1,1,"","","","BackboneElement {[]} {[]}
","Befundbericht","Bericht einer radiologischen Befundung","","","","","","","","","",,,,,"",,,,"Bildgebung.Befundbericht",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","DiagnosticReport","https://www.medizininformatik-initiative.de/fhir/ext/modul-bildgebung/StructureDefinition/mii-pr-bildgebung-radiologischer-befund"
"Bildgebung.Befundbericht.id","Bildgebung.Befundbericht.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Bildgebung.Befundbericht.extension","Bildgebung.Befundbericht.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
